species_id,common_name,scientific_name,family,covered,coverage_tier,primary_source,source_scope,source_recording_id,source_url,audio_url,license_name,license_url,quality,recordist,sound_type,commercial_allowed,derivatives_allowed,requires_share_alike,manual_qc_required,confidence,notes,candidate_count
988,Island Canary,Serinus canaria,Fringilline and Cardueline Finches and Allies (Fringillidae),yes,strict_safe_commons_exact,Wikimedia Commons,exact scientific-name audio search,49753087,https://commons.wikimedia.org/wiki/File:Serinus_canaria_forma_domestica_-_audio_01_ies.ogg,https://upload.wikimedia.org/wikipedia/commons/6/69/Serinus_canaria_forma_domestica_-_audio_01_ies.ogg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,metadata exact,Frank Vincentz,bird sound,yes,yes,yes,no,medium-high,Commons audio result with exact scientific-name match and commercial-safe license metadata.,3
727,Island Scrub-Jay,Aphelocoma insularis,Jays and Crows (Corvidae),no,missing,,,,,,,,,,,,,,,,,0
365,Ivory Gull,Pagophila eburnea,"Gulls, Terns, and Skimmers (Laridae)",yes,strict_safe_commons_exact,Wikimedia Commons,exact scientific-name audio search,56216091,https://commons.wikimedia.org/wiki/File:De-Elfenbeinm%C3%B6we.ogg,https://upload.wikimedia.org/wikipedia/commons/2/25/De-Elfenbeinm%C3%B6we.ogg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,metadata exact,Jeuwre,bird sound,yes,yes,yes,no,medium-high,Commons audio result with exact scientific-name match and commercial-safe license metadata.,1
616,"Ivory-billed Woodpecker (extinct, 1944)",Campephilus principalis,Woodpeckers and Allies (Picidae),yes,strict_safe_commons_exact,Wikimedia Commons,exact scientific-name audio search,177345012,https://commons.wikimedia.org/wiki/File:De-Elfenbeinspecht.ogg,https://upload.wikimedia.org/wikipedia/commons/c/c7/De-Elfenbeinspecht.ogg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,metadata exact,Jeuwre,bird sound,yes,yes,yes,no,medium-high,Commons audio result with exact scientific-name match and commercial-safe license metadata.,1
474,Jabiru,Jabiru mycteria,Storks (Ciconiidae),no,missing,,,,,,,,,,,,,,,,,0
281,Jack Snipe,Lymnocryptes minimus,"Sandpipers, Phalaropes, and Allies (Scolopacidae)",yes,strict_safe_ab,xeno-canto,global,XC1075041,https://xeno-canto.org/1075041,https://xeno-canto.org/1075041/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,B,Sonothèque ADVL,flight call,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,2
782,Japanese Bush Warbler,Horornis diphone,Bush-Warblers (Cettiidae),yes,strict_safe_commons_exact,Wikimedia Commons,exact scientific-name audio search,123934,https://commons.wikimedia.org/wiki/File:Japanese_nightingale_note01.ogg,https://upload.wikimedia.org/wikipedia/commons/a/aa/Japanese_nightingale_note01.ogg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,metadata exact,,bird sound,yes,yes,yes,no,medium-high,Commons audio result with exact scientific-name match and commercial-safe license metadata.,8
901,Java Sparrow,Padda oryzivora,Waxbills (Estrildidae),no,missing,,,,,,,,,,,,,,,,,0
453,Jouanin's Petrel,Bulweria fallax,Shearwaters and Petrels (Procellariidae),no,missing,,,,,,,,,,,,,,,,,0
442,Juan Fernandez Petrel,Pterodroma externa,Shearwaters and Petrels (Procellariidae),no,missing,,,,,,,,,,,,,,,,,0
751,Juniper Titmouse,Baeolophus ridgwayi,Chickadees and Titmice (Paridae),no,missing,,,,,,,,,,,,,,,,,0
931,Kakawahie,Paroreomyza flammea,Fringilline and Cardueline Finches and Allies (Fringillidae),no,missing,,,,,,,,,,,,,,,,,0
94,Kalij Pheasant,Lophura leucomelanos,"Partridges, Grouse, Turkeys, and Old World Quail (Phasianidae)",no,missing,,,,,,,,,,,,,,,,,0
851,Kamao,Myadestes myadestinus,Thrushes (Turdidae),no,missing,,,,,,,,,,,,,,,,,0
790,Kamchatka Leaf Warbler,Phylloscopus examinandus,Leaf Warblers (Phylloscopidae),no,missing,,,,,,,,,,,,,,,,,0
954,Kauai Akialoa,Akialoa stejnegeri,Fringilline and Cardueline Finches and Allies (Fringillidae),no,missing,,,,,,,,,,,,,,,,,0
960,Kauai Amakihi,Chlorodrepanis stejnegeri,Fringilline and Cardueline Finches and Allies (Fringillidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 145410527 / sound 578449,https://www.inaturalist.org/observations/145410527,https://static.inaturalist.org/sounds/578449.wav?1672385538,CC0,https://creativecommons.org/publicdomain/zero/1.0/,research-grade,no rights reserved,bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,1
713,Kauai Elepaio,Chasiempis sclateri,Monarch Flycatchers (Monarchidae),no,missing,,,,,,,,,,,,,,,,,0
949,Kauai Nukupuu,Hemignathus hanapepe,Fringilline and Cardueline Finches and Allies (Fringillidae),no,missing,,,,,,,,,,,,,,,,,0
805,Kauai Oo,Moho braccatus,Hawaiian Mohos (Mohoidae),no,missing,,,,,,,,,,,,,,,,,0
395,Kelp Gull,Larus dominicanus,"Gulls, Terns, and Skimmers (Laridae)",yes,strict_safe_ab,xeno-canto,global,XC864008,https://xeno-canto.org/864008,https://xeno-canto.org/864008/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,A,Kevin Guille,"alarm call, call, flight call, song",yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
237,Kentish Plover,Anarhynchus alexandrinus,Lapwings and Plovers (Charadriidae),no,missing,,,,,,,,,,,,,,,,,0
1098,Kentucky Warbler,Geothlypis formosa,Wood-Warblers (Parulidae),yes,strict_safe_any_quality,xeno-canto,americas,XC799647,https://xeno-canto.org/799647,https://xeno-canto.org/799647/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,D,steve,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,2
435,Kermadec Petrel,Pterodroma neglecta,Shearwaters and Petrels (Procellariidae),no,missing,,,,,,,,,,,,,,,,,0
115,Key West Quail-Dove,Geotrygon chrysia,Pigeons and Doves (Columbidae),no,missing,,,,,,,,,,,,,,,,,0
224,Killdeer,Charadrius vociferus,Lapwings and Plovers (Charadriidae),yes,strict_safe_ab,xeno-canto,americas,XC62728,https://xeno-canto.org/62728,https://xeno-canto.org/62728/download,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,B,Jonathon Jongsma,call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,2
54,King Eider,Somateria spectabilis,"Ducks, Geese, and Swans (Anatidae)",no,missing,,,,,,,,,,,,,,,,,0
196,King Rail,Rallus elegans,"Rails, Gallinules, and Coots (Rallidae)",yes,strict_safe_ab,xeno-canto,americas,XC903272,https://xeno-canto.org/903272,https://xeno-canto.org/903272/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,steve,call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
809,Kioea,Chaetoptila angustipluma,Hawaiian Mohos (Mohoidae),no,missing,,,,,,,,,,,,,,,,,0
1102,Kirtland's Warbler,Setophaga kirtlandii,Wood-Warblers (Parulidae),yes,strict_safe_ab,xeno-canto,americas,XC451069,https://xeno-canto.org/451069,https://xeno-canto.org/451069/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,Justin Watts,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
321,Kittlitz's Murrelet,Brachyramphus brevirostris,"Auks, Murres, and Puffins (Alcidae)",no,missing,,,,,,,,,,,,,,,,,0
936,Kona Grosbeak,Chloridops kona,Fringilline and Cardueline Finches and Allies (Fringillidae),no,missing,,,,,,,,,,,,,,,,,0
657,La Sagra's Flycatcher,Myiarchus sagrae,Tyrant Flycatchers (Tyrannidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 84112063 / sound 259765,https://www.inaturalist.org/observations/84112063,https://static.inaturalist.org/sounds/259765.wav?1624401361,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Noah Frade, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,1
52,"Labrador Duck (extinct, 1858)",Camptorhynchus labradorius,"Ducks, Geese, and Swans (Anatidae)",no,missing,,,,,,,,,,,,,,,,,0
608,Ladder-backed Woodpecker,Dryobates scalaris,Woodpeckers and Allies (Picidae),yes,strict_safe_ab,xeno-canto,americas,XC891587,https://xeno-canto.org/891587,https://xeno-canto.org/891587/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,steve,call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
947,Lanai Hookbill,Dysmorodrepanis munroi,Fringilline and Cardueline Finches and Allies (Fringillidae),no,missing,,,,,,,,,,,,,,,,,0
763,Lanceolated Warbler,Locustella lanceolata,Grassbirds (Locustellidae),no,missing,,,,,,,,,,,,,,,,,0
989,Lapland Longspur,Calcarius lapponicus,Longspurs and Snow Buntings (Calcariidae),yes,strict_safe_ab,xeno-canto,global,XC776799,https://xeno-canto.org/776799,https://xeno-canto.org/776799/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,B,Sonothèque ADVL,flight call,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,5
346,Large-billed Tern,Phaetusa simplex,"Gulls, Terns, and Skimmers (Laridae)",no,missing,,,,,,,,,,,,,,,,,0
1013,Lark Bunting,Calamospiza melanocorys,Towhees and Sparrows (Passerellidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 338358724 / sound 1765255,https://www.inaturalist.org/observations/338358724,https://static.inaturalist.org/sounds/1765255.wav?1770930990,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Tristan Jobin, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,4
1012,Lark Sparrow,Chondestes grammacus,Towhees and Sparrows (Passerellidae),yes,strict_safe_ab,xeno-canto,americas,XC892364,https://xeno-canto.org/892364,https://xeno-canto.org/892364/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,steve,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,2
373,Laughing Gull,Leucophaeus atricilla,"Gulls, Terns, and Skimmers (Laridae)",yes,strict_safe_commons_exact,Wikimedia Commons,exact scientific-name audio search,12307559,https://commons.wikimedia.org/wiki/File:Larus_atricilla.ogg,https://upload.wikimedia.org/wikipedia/commons/f/f8/Larus_atricilla.ogg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,metadata exact,Tony Phillips,bird sound,yes,yes,no,no,medium-high,Commons audio result with exact scientific-name match and commercial-safe license metadata.,4
906,Lavender Waxbill,Glaucestrilda caerulescens,Waxbills (Estrildidae),no,missing,,,,,,,,,,,,,,,,,0
986,Lawrence's Goldfinch,Spinus lawrencei,Fringilline and Cardueline Finches and Allies (Fringillidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 160240447 / sound 703218,https://www.inaturalist.org/observations/160240447,https://static.inaturalist.org/sounds/703218.wav?1684472294,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Jennifer Rycenga, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,2
411,Laysan Albatross,Phoebastria immutabilis,Albatrosses (Diomedeidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 327564602 / sound 1699251,https://www.inaturalist.org/observations/327564602,https://static.inaturalist.org/sounds/1699251.mp3?1763760444,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Damien Wallace, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,3
34,Laysan Duck,Anas laysanensis,"Ducks, Geese, and Swans (Anatidae)",no,missing,,,,,,,,,,,,,,,,,0
934,Laysan Finch,Telespiza cantans,Fringilline and Cardueline Finches and Allies (Fringillidae),no,missing,,,,,,,,,,,,,,,,,0
941,Laysan Honeycreeper,Himatione fraithii,Fringilline and Cardueline Finches and Allies (Fringillidae),no,missing,,,,,,,,,,,,,,,,,0
210,Laysan Rail,Zapornia palmeri,"Rails, Gallinules, and Coots (Rallidae)",no,missing,,,,,,,,,,,,,,,,,0
1147,Lazuli Bunting,Passerina amoena,"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",yes,strict_safe_ab,xeno-canto,americas,XC254463,https://xeno-canto.org/254463,https://xeno-canto.org/254463/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Jonathon Jongsma,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,3
422,Leach's Storm-Petrel,Hydrobates leucorhous,Northern Storm-Petrels (Hydrobatidae),yes,strict_safe_ab,xeno-canto,americas,XC844783,https://xeno-canto.org/844783,https://xeno-canto.org/844783/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Doug Hynes,"call, song",yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,4
328,Least Auklet,Aethia pusilla,"Auks, Murres, and Puffins (Alcidae)",no,missing,,,,,,,,,,,,,,,,,0
501,Least Bittern,Botaurus exilis,"Bitterns, Herons, and Allies (Ardeidae)",yes,strict_safe_commons_exact,Wikimedia Commons,exact scientific-name audio search,68240381,https://commons.wikimedia.org/wiki/File:Ixobrychus_exilis_-_Least_Bittern_XC251028.mp3,https://upload.wikimedia.org/wikipedia/commons/b/bb/Ixobrychus_exilis_-_Least_Bittern_XC251028.mp3?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,metadata exact,Niels Krabbe,bird sound,yes,yes,yes,no,medium-high,Commons audio result with exact scientific-name match and commercial-safe license metadata.,1
684,Least Flycatcher,Empidonax minimus,Tyrant Flycatchers (Tyrannidae),yes,strict_safe_ab,xeno-canto,americas,XC178044,https://xeno-canto.org/178044,https://xeno-canto.org/178044/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Jonathon Jongsma,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,6
103,Least Grebe,Tachybaptus dominicus,Grebes (Podicipedidae),no,missing,,,,,,,,,,,,,,,,,0
273,Least Sandpiper,Calidris minutilla,"Sandpipers, Phalaropes, and Allies (Scolopacidae)",yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 313173003 / sound 1632915,https://www.inaturalist.org/observations/313173003,https://static.inaturalist.org/sounds/1632915.m4a?1757618512,CC-BY-SA,https://creativecommons.org/licenses/by-sa/4.0/,research-grade,"(c) Linzy L., some rights reserved (CC BY-SA)",bird sound,yes,yes,yes,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,5
430,Least Storm-Petrel,Hydrobates microsoma,Northern Storm-Petrels (Hydrobatidae),no,missing,,,,,,,,,,,,,,,,,0
345,Least Tern,Sternula antillarum,"Gulls, Terns, and Skimmers (Laridae)",yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 305562490 / sound 1601137,https://www.inaturalist.org/observations/305562490,https://static.inaturalist.org/sounds/1601137.wav?1754930520,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) nebrooks, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,6
1031,LeConte's Sparrow,Ammospiza leconteii,Towhees and Sparrows (Passerellidae),yes,strict_safe_any_quality,xeno-canto,americas,XC960292,https://xeno-canto.org/960292,https://xeno-canto.org/960292/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,C,Beth Cottam,song,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
837,LeConte's Thrasher,Toxostoma lecontei,Mockingbirds and Thrashers (Mimidae),no,missing,,,,,,,,,,,,,,,,,0
953,Lesser Akialoa,Akialoa obscura,Fringilline and Cardueline Finches and Allies (Fringillidae),no,missing,,,,,,,,,,,,,,,,,0
390,Lesser Black-backed Gull,Larus fuscus,"Gulls, Terns, and Skimmers (Laridae)",yes,strict_safe_ab,xeno-canto,global,XC776692,https://xeno-canto.org/776692,https://xeno-canto.org/776692/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,A,Sonothèque ADVL,alarm call,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,8
476,Lesser Frigatebird,Fregata ariel,Frigatebirds (Fregatidae),no,missing,,,,,,,,,,,,,,,,,0
985,Lesser Goldfinch,Spinus psaltria,Fringilline and Cardueline Finches and Allies (Fringillidae),yes,strict_safe_ab,xeno-canto,americas,XC915736,https://xeno-canto.org/915736,https://xeno-canto.org/915736/download,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,A,JUAN ANTONIO ALONSO DE JUAN,song,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,2
937,Lesser Koa-Finch,Rhodacanthis flaviceps,Fringilline and Cardueline Finches and Allies (Fringillidae),no,missing,,,,,,,,,,,,,,,,,0
142,Lesser Nighthawk,Chordeiles acutipennis,Goatsuckers (Caprimulgidae),yes,strict_safe_ab,xeno-canto,americas,XC909329,https://xeno-canto.org/909329,https://xeno-canto.org/909329/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,A,Rosa Elena Albornoz,song,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,2
91,Lesser Prairie-Chicken,Tympanuchus pallidicinctus,"Partridges, Grouse, Turkeys, and Old World Quail (Phasianidae)",no,missing,,,,,,,,,,,,,,,,,0
50,Lesser Scaup,Aythya affinis,"Ducks, Geese, and Swans (Anatidae)",no,missing,,,,,,,,,,,,,,,,,0
8,Lesser White-fronted Goose,Anser erythropus,"Ducks, Geese, and Swans (Anatidae)",yes,strict_safe_commons_exact,Wikimedia Commons,exact scientific-name audio search,85250890,https://commons.wikimedia.org/wiki/File:De-Zwerggans.ogg,https://upload.wikimedia.org/wikipedia/commons/4/4f/De-Zwerggans.ogg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,metadata exact,Jeuwre,bird sound,yes,yes,yes,no,medium-high,Commons audio result with exact scientific-name match and commercial-safe license metadata.,1
793,Lesser Whitethroat,Curruca curruca,Sylviid Warblers (Sylviidae),yes,strict_safe_ab,xeno-canto,global,XC835296,https://xeno-canto.org/835296,https://xeno-canto.org/835296/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,A,Grégoire Chauvot,song,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,19
295,Lesser Yellowlegs,Tringa flavipes,"Sandpipers, Phalaropes, and Allies (Scolopacidae)",yes,strict_safe_ab,xeno-canto,americas,XC934273,https://xeno-canto.org/934273,https://xeno-canto.org/934273/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,Doug Hynes,call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
593,Lewis's Woodpecker,Melanerpes lewis,Woodpeckers and Allies (Picidae),yes,strict_safe_ab,xeno-canto,americas,XC254610,https://xeno-canto.org/254610,https://xeno-canto.org/254610/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,Jonathon Jongsma,call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,3
409,Light-mantled Albatross,Phoebetria palpebrata,Albatrosses (Diomedeidae),yes,strict_safe_ab,xeno-canto,global,XC864007,https://xeno-canto.org/864007,https://xeno-canto.org/864007/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,B,Kevin Guille,"call, song",yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
641,Lilac-crowned Amazon,Amazona finschi,"Parakeets, Macaws, Amazons, and Parrots (Psittacidae)",yes,strict_safe_ab,xeno-canto,americas,XC607616,https://xeno-canto.org/607616,https://xeno-canto.org/607616/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,Jovani León,,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
187,Limpkin,Aramus guarauna,Limpkins (Aramidae),yes,strict_safe_ab,xeno-canto,americas,XC250488,https://xeno-canto.org/250488,https://xeno-canto.org/250488/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,Niels Krabbe,"call, calls",yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,2
1039,Lincoln's Sparrow,Melospiza lincolnii,Towhees and Sparrows (Passerellidae),yes,strict_safe_ab,xeno-canto,americas,XC613394,https://xeno-canto.org/613394,https://xeno-canto.org/613394/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Doug Hynes,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
504,Little Blue Heron,Egretta caerulea,"Bitterns, Herons, and Allies (Ardeidae)",no,missing,,,,,,,,,,,,,,,,,0
997,Little Bunting,Emberiza pusilla,Emberizids (Emberizidae),yes,strict_safe_ab,xeno-canto,global,XC952026,https://xeno-canto.org/952026,https://xeno-canto.org/952026/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,A,Sonothèque ADVL,flight call,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,5
243,Little Curlew,Numenius minutus,"Sandpipers, Phalaropes, and Allies (Scolopacidae)",yes,strict_safe_any_quality,xeno-canto,global,XC931502,https://xeno-canto.org/931502,https://xeno-canto.org/931502/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,C,Jochem Verweij,flight call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
509,Little Egret,Egretta garzetta,"Bitterns, Herons, and Allies (Ardeidae)",yes,strict_safe_ab,xeno-canto,global,XC705915,https://xeno-canto.org/705915,https://xeno-canto.org/705915/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,A,Sonothèque ADVL,flight call,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,6
370,Little Gull,Hydrocoloeus minutus,"Gulls, Terns, and Skimmers (Laridae)",yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 203372751 / sound 936382,https://www.inaturalist.org/observations/203372751,https://static.inaturalist.org/sounds/936382.wav?1711035141,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Dan MacNeal, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,1
228,Little Ringed Plover,Thinornis dubius,Lapwings and Plovers (Charadriidae),no,missing,,,,,,,,,,,,,,,,,0
272,Little Stint,Calidris minuta,"Sandpipers, Phalaropes, and Allies (Scolopacidae)",yes,strict_safe_any_quality,xeno-canto,global,XC959583,https://xeno-canto.org/959583,https://xeno-canto.org/959583/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,C,Sonothèque ADVL,"call, flight call",yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
344,Little Tern,Sternula albifrons,"Gulls, Terns, and Skimmers (Laridae)",yes,strict_safe_ab,xeno-canto,global,XC900572,https://xeno-canto.org/900572,https://xeno-canto.org/900572/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Jochem verweij,"call, duet, flight call",yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,6
339,Little White-Tern,Gygis microrhyncha,"Gulls, Terns, and Skimmers (Laridae)",no,missing,,,,,,,,,,,,,,,,,0
671,Loggerhead Kingbird,Tyrannus caudifasciatus,Tyrant Flycatchers (Tyrannidae),no,missing,,,,,,,,,,,,,,,,,0
718,Loggerhead Shrike,Lanius ludovicianus,Shrikes (Laniidae),yes,strict_safe_ab,xeno-canto,americas,XC722640,https://xeno-canto.org/722640,https://xeno-canto.org/722640/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,Diana Doyle,"duet, song",yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
245,Long-billed Curlew,Numenius americanus,"Sandpipers, Phalaropes, and Allies (Scolopacidae)",no,missing,,,,,,,,,,,,,,,,,0
280,Long-billed Dowitcher,Limnodromus scolopaceus,"Sandpipers, Phalaropes, and Allies (Scolopacidae)",yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 262969596 / sound 1316325,https://www.inaturalist.org/observations/262969596,https://static.inaturalist.org/sounds/1316325.m4a?1740456778,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Chris Stahl, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,5
319,Long-billed Murrelet,Brachyramphus perdix,"Auks, Murres, and Puffins (Alcidae)",no,missing,,,,,,,,,,,,,,,,,0
834,Long-billed Thrasher,Toxostoma longirostre,Mockingbirds and Thrashers (Mimidae),no,missing,,,,,,,,,,,,,,,,,0
579,Long-eared Owl,Asio otus,Typical Owls (Strigidae),yes,strict_safe_ab,xeno-canto,global,XC528380,https://xeno-canto.org/528380,https://xeno-canto.org/528380/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Benjamin Mayer,begging call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,24
561,Long-legged Buzzard,Buteo rufinus,"Hawks, Kites, Eagles, and Allies (Accipitridae)",no,missing,,,,,,,,,,,,,,,,,0
62,Long-tailed Duck,Clangula hyemalis,"Ducks, Geese, and Swans (Anatidae)",yes,strict_safe_commons_exact,Wikimedia Commons,exact scientific-name audio search,12307768,https://commons.wikimedia.org/wiki/File:Clangula_hyemalis.ogg,https://upload.wikimedia.org/wikipedia/commons/c/c1/Clangula_hyemalis.ogg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,metadata exact,Tony Phillips,bird sound,yes,yes,no,no,medium-high,Commons audio result with exact scientific-name match and commercial-safe license metadata.,2
